"","number","abstract","section_name"
"3025",3025,"The National Transportation Safety Board said it had warned of the dangers of duck boats, like the one that sank near Branson, Mo., killing 17 people.","U.S."
"3026",3026,"A suspect was in custody after a shooting at a high school north of Los Angeles, the police said. They said the suspect was a student and he carried out the attack on his birthday.","U.S."
"3027",3027,"In 1958, Langston Hughes wrote for The Times about “Notes of a Native Son,” James Baldwin’s 1955 collection of essays meditating on race in America and Europe.","Books"
"3028",3028,"A preliminary projection of Senator Elizabeth Warren’s proposed wealth tax said a drop in investment by the richest Americans would crimp growth.","Business Day"
"3029",3029,"Benefits were held for MoMA, the Studio Museum in Harlem and the Atlantic Salmon Federation.","Style"
"3030",3030,"Having stooped low to protect the president, administration officials are vulnerable to one another.","Opinion"
"3031",3031,"The Court of Arbitration for Sport will determine whether Sun Yang of China will compete at the Tokyo Olympics. But fact-finding proved difficult on Friday.","Sports"
"3032",3032,"Just 34, Santtu-Matias Rouvali led works by Tchaikovsky, Sibelius and Bryce Dessner.","Arts"
"3033",3033,"After a monthlong political crisis, Lebanon faces an economic one, too, as the effects of long-term policies crash into citizens’ lives.","World"
"3034",3034,"The law aims to get the country in line to reduce its carbon dioxide emissions to meet Paris Agreement targets.","World"
"3035",3035,"City, the Premier League champion, had tried to block an investigation into its finances by appealing to sports’ highest court even before a punishment was handed down.","Sports"
"3036",3036,"A journalist explains how the biggest migration in human history is helping to fuel the erosion of American cultural dominance.","U.S."
"3037",3037,"Today’s “age of the fan” is not so new: Audiences have always held more sway over performers than we admit.","Arts"
"3038",3038,"Kerri K. Greenidge tells the story of William Monroe Trotter, born in 1872, an outspoken and indefatigable figure who both inspired and antagonized his contemporaries.","Books"
"3039",3039,"Twitter has said it will ban all political ads. But what is or isn’t a political message is often in the eye of the beholder.","Technology"
"3040",3040,"As Marie Yovanovitch testified, President Trump tweeted insults at her, drawing charges of witness intimidation.","U.S."
"3041",3041,"A new crop of restaurants is embracing family-style, communal eating, creating a necessary spirit of communication and collaboration for our fractious times.","T Magazine"
"3042",3042,"Dr. Robertson, who wrote or edited dozens of books, was best known for his monumental biography of Stonewall Jackson.","Books"
"3043",3043,"Ed Sessa bursts our bubbles.","Crosswords & Games"
"3044",3044,"In one county, Democrats grew by more than 150,000, while the number of Republicans dropped by more than 30,000.","New York"
"3045",3045,"These lawmakers are poised to take center stage in televised impeachment hearings that begin Wednesday.","U.S."
"3046",3046,"Paul Rudd hosted an annual bowling benefit for Stuttering Association for the Young.","Fashion & Style"
"3047",3047,"Police operations targeting drug gangs have put children in the crossfire in the Brazilian city, where at least 21 minors have been struck by stray bullets in 2019.","World"
"3048",3048,"Fashionable aprons, a monograph of America and more suggestions from the editors of T.","T Magazine"
"3049",3049,"The city limits the number of mobile food vending permits to 2,900. It's not so easy to get one.","New York"
"3050",3050,"Here's how the next 20 years are shaping up in terms of energy, and what it means for global warming.","Climate"
"3051",3051,"Mr. Kent, a senior State Department official, appeared on Capitol Hill for testimony Wednesday as the public impeachment hearings began.","U.S."
"3052",3052,"The co-working company’s losses increased sharply as it expanded ahead of a failed initial public offering.","Business Day"
"3053",3053,"Representative Collin Peterson of rural Minnesota is one of two Democrats who voted against the impeachment inquiry. It has left him a man in the lonely middle.","U.S."
"3054",3054,"Kaepernick, who has been out of the league since the 2016 season, has requested a list of who will be coming to see him on Saturday.","Sports"
"3055",3055,"The 20-year-old rapper’s album “AI YoungBoy 2” is an excellent work of sing-rap urgency.","Arts"
"3056",3056,"Good wines for the long haul of the holiday feast can come from anywhere in the world. Plan on a white and a red, and plenty of both.","Food"
"3057",3057,"This term has appeared in 14 articles on NYTimes.com in the past year.","The Learning Network"
"3058",3058,"Corrections that appeared in print on Thursday, November 14, 2019.","Corrections"
"3059",3059,"Here’s what you need to know.","Briefing"
"3060",3060,"Impeachment hearings, Ukraine, Denmark","Briefing"
"3061",3061,"Quotation of the Day for Thursday, November 14, 2019.","Today’s Paper"
"3062",3062,"This week’s properties are four-bedroom homes in Mount Kisco, N.Y., and Greenwich, Conn.","Real Estate"
"3063",3063,"Stars’ injuries and departures have dropped Golden State to last in the West after five straight trips to the N.B.A. finals. With 10 new players, Coach Steve Kerr has returned to teaching.","Sports"
"3064",3064,"Are you all about the drama, heroism and entertainment value of games? Or are you also interested in “outside the lines” issues like concussions and politics that affect athletes, leagues and fans?","The Learning Network"
"3065",3065,"The leader, Jeanine Añez Chavez, appointed a new cabinet, but backers of the ousted Evo Morales have promised to disrupt the new government.","World"
"3066",3066,"A condominium in a Regency Revival building in St. Paul, Minn.; a net-zero home in the Berkshires; and a post-and-beam house in Bloomington, Ind.","Real Estate"
"3067",3067,"The fifth-largest newspaper chain in the country will try to encourage more digital subscriptions with a weekend plan affecting dailies in 14 states.","Business Day"
"3068",3068,"In the first televised testimony in the impeachment inquiry, top diplomats detailed how a politically motivated foreign policy threatened the fate of an ally.","Podcasts"
"3069",3069,"Turkey said it had received assurances from Washington that the American would not be refused entry.","World"
"3070",3070,"Six weeks after his heart attack, Mr. Sanders is adopting a more wholesome regimen, conscious that he must persuade voters he is fit enough to be president.","U.S."
"3071",3071,"Some partygoers say heavy-handed security staff and racist door policies are ruining the tolerant atmosphere of the city’s club scene.","Arts"
"3072",3072,"The comedy sequel is part of a continuing deal between the streaming giant and Paramount, a studio without a streaming service of its own.","Movies"
"3073",3073,"In this franchise reboot, the writer-director Elizabeth Banks tries to sell stale goods with a sheen of empowerment.","Movies"
"3074",3074,"The documentary looks and listens to the emo-rapper, who died two years ago following an accidental overdose.","Movies"
"3075",3075,"Suggested reading from critics and editors at The New York Times.","Books"
"3076",3076,"The ship, the S.S. Kyros, was bound for Russia when it was sunk by a German submarine during World War I, a salvage company said.","World"
"3077",3077,"Our guide to the city’s best classical music and opera happening this weekend and in the week ahead.","Arts"
"3078",3078,"Our guide to stand-up, improv and variety shows happening this weekend and in the week ahead.","Arts"
"3079",3079,"The move separates the broader company from the challenges the gun industry faces. It was announced shortly before another mass shooting.","Business Day"
"3080",3080,"The company said there should be an examination of whether political bias helped Microsoft win the bid.","Technology"
"3081",3081,"The country has long been a model for common-sense public policy. But this week’s fires have revealed once again that its pragmatism stops at climate change.","World"
"3082",3082,"The tiny Gulf country will host the world’s biggest soccer tournament in 2022. But three years before the first match, organizers have concerns about where fans will sit and where they will sleep.","Sports"
"3083",3083,"Comparing home prices in New York City? Look hard at the common charges.","Real Estate"
"3084",3084,"A Times article based on documents recovered by a researcher reported that ISIS made payments to members of a rival group.","World"
"3085",3085,"Here’s what you need to know.","Briefing"
"3086",3086,"This week’s properties are in Alphabet City, Jackson Heights, Queens, and Carroll Gardens, Brooklyn.","Real Estate"
"3087",3087,"After a decade-long boom, the country’s housing bubble burst in 2016, creating ‘very much a buyer’s market.’","Real Estate"
"3088",3088,"The party confirmed that its winter gathering would take place at the Florida hotel, continuing a pattern of its giving business to the president’s company.","U.S."
"3089",3089,"The ship, the S.S. Kyros, was bound for Russia when it was sunk by a German submarine during World War I, a salvage company said.","World"
"3090",3090,"Our guide to the city’s best classical music and opera happening this weekend and in the week ahead.","Arts"
"3091",3091,"Our guide to stand-up, improv and variety shows happening this weekend and in the week ahead.","Arts"
"3092",3092,"The move separates the broader company from the challenges the gun industry faces. It was announced shortly before another mass shooting.","Business Day"
"3093",3093,"The company said there should be an examination of whether political bias helped Microsoft win the bid.","Technology"
"3094",3094,"The country has long been a model for common-sense public policy. But this week’s fires have revealed once again that its pragmatism stops at climate change.","World"
"3095",3095,"The tiny Gulf country will host the world’s biggest soccer tournament in 2022. But three years before the first match, organizers have concerns about where fans will sit and where they will sleep.","Sports"
"3096",3096,"Comparing home prices in New York City? Look hard at the common charges.","Real Estate"
"3097",3097,"A Times article based on documents recovered by a researcher reported that ISIS made payments to members of a rival group.","World"
"3098",3098,"Here’s what you need to know.","Briefing"
"3099",3099,"Twitter has said it will ban all political ads. But what is or isn’t a political message is often in the eye of the beholder.","Technology"
"3100",3100,"As Marie Yovanovitch testified, President Trump tweeted insults at her, drawing charges of witness intimidation.","U.S."
"3101",3101,"A new crop of restaurants is embracing family-style, communal eating, creating a necessary spirit of communication and collaboration for our fractious times.","T Magazine"
"3102",3102,"Dr. Robertson, who wrote or edited dozens of books, was best known for his monumental biography of Stonewall Jackson.","Books"
"3103",3103,"Once the chef Clare de Boer learned the grating trick, she never went back to rolling.","Food"
"3104",3104,"Readers respond to recent issues of the Sunday Book Review.","Books"
"3105",3105,"A roving exhibition, now on view in Manhattan, looks back on capitalism and its “artifacts” from an imaginary future after the system has disappeared.","Arts"
"3106",3106,"Our guide to new art shows and some that will be closing soon.","Arts"
"3107",3107,"Rob Kapilow’s “Listening for America” explains how to distinguish good from bad in the Great American Songbook.","Books"
"3108",3108,"The moves signaled that as commander in chief, Mr. Trump intends to use his power as the ultimate arbiter of military justice.","U.S."
"3109",3109,"Searching for a cure for my climate crisis grief.","Sunday Review"
"3110",3110,"Sometimes it’s the uneventful stretches of marriage that can be the real stress test.","Style"
"3111",3111,"What story do these graphs tell about greenhouse gas emissions in the United States?","The Learning Network"
"3112",3112,"E-mountain bikes may enable newcomers to gain fitness on daunting hills or snowy trails.","Well"
"3113",3113,"Parents need better options for after-school care, but longer school days may not be the answer.","Opinion"
"3114",3114,"The official in Kiev also said that he was told President Trump cared more about the investigations than about Ukraine.","U.S."
"3115",3115,"Two seasoned diplomats testified, and we got a look at how Democrats and Republicans will approach these hearings.","U.S."
"3116",3116,"When booking a high-end vacation, using a travel agency can mean scoring perks and benefits that would cost hundreds, at no cost to you.","Travel"
"3117",3117,"Ed Sessa bursts our bubbles.","Crosswords & Games"
"3118",3118,"In one county, Democrats grew by more than 150,000, while the number of Republicans dropped by more than 30,000.","New York"
"3119",3119,"The power of taking microsteps.","Smarter Living"
"3120",3120,"A little care can make your sneakers last for the long haul.","Smarter Living"
"3121",3121,"After nearly 4 billion streams — and surprisingly little revenue — the viral predator is going on tour.","Business Day"
"3122",3122,"Scientists measured distances covered to compile a Top 5 list of ultramarathon runners of land mammals.","Science"
"3123",3123,"The fall of Evo Morales is a reminder that fixing a flawed democracy may not always follow the democratic playbook.","Opinion"
"3124",3124,"Our monthly roundup of interesting shows, and a look at the cottage industry of podcasts dedicated to the impeachment inquiry.","Arts"
"3125",3125,"Stand-up comedy is sweeping Vietnam’s largest city, often called Saigon, with locals braving open-mic nights in the city’s hippest cafes and bars.","Travel"
"3126",3126,"The charismatic llama is a welcome addition at some nursing homes and rehabilitation centers.","Well"
"3127",3127,"Name a tax and there’s a way to reduce it, delay it or not pay it. Financial advisers say a wealth tax would be no different.","Your Money"
"3128",3128,"The House’s impeachment inquiry, which burst into public view this week, will only pick up speed in the coming days.","U.S."
"3129",3129,"Mr. Reed had been scheduled to die on Wednesday. Celebrities, politicians and the state’s parole board had all argued for a reprieve.","U.S."
"3130",3130,"The high stakes of high school admissions in New York — and the lengths some go to get any small advantage.","New York"
"3131",3131,"Good wines for the long haul of the holiday feast can come from anywhere in the world. Plan on a white and a red, and plenty of both.","Food"
"3132",3132,"Jeanine Basinger’s “The Movie Musical!” is an encyclopedic tribute to musicals past and present.","Books"
"3133",3133,"A roundup of things our editors — and a few contributors — are excited about in a given week.","T Magazine"
"3134",3134,"An investigative reporter from a prominent Moroccan family was wrongly accused of having had an abortion. Now she wants to hold officials’ feet to the fire.","World"
"3135",3135,"Cars changed the way we move. They also led to toxic levels of air pollution in many cities. Now, under pressure from their citizens, city officials are experimenting with new ways to reimagine the role of cars.","Climate"
"3136",3136,"“Coming to Howard for the first time was seeing the beauty of blackness,” one alumnus said.","Arts"
"3137",3137,"Qantas plans to offer the longest commercial flight ever, nonstop from New York to Sydney. Sarah Lyall took the test flight, with kangaroo-themed pajamas and, perhaps, too much medication.","Travel"
"3138",3138,"Republicans are weighing whether to draw out the proceeding, hindering the presidential campaigns of several Senate Democrats, or seek a quicker resolution.","U.S."
"3139",3139,"Journey to some of the New York Times Crossword’s favorite cities.","Crosswords & Games"
"3140",3140,"Dipsea’s Gina Gutierrez spends her days setting investors straight and moderating “Hunks Brainstorm” sessions.","Business Day"
"3141",3141,"Nicholas Buccola talks about “The Fire Is Upon Us,” and Saeed Jones discusses “How We Fight for Our Lives.”","Books"
"3142",3142,"The Matt Damon-Christian Bale movie is based on the still-controversial 24 Hours of Le Mans run in France in 1966.","Movies"
"3143",3143,"As the House opens public hearings into whether President Trump committed high crimes and misdemeanors, the battle over President Bill Clinton’s impeachment 21 years ago looms large.","U.S."
"3144",3144,"Microsoft Japan recently tested a shortened workweek and found that productivity improved by about 40 percent. Do you think all schools and companies should try this?","The Learning Network"
"3145",3145,"Fed research suggested higher minimum wages did not cost jobs in border counties. Industry-level analysis and real-life stories back that up — with caveats.","Business Day"
"3146",3146,"Tesla’s chairman, Elon Musk, provided few details about the plant, which would be Tesla’s first major factory in Europe.","Business Day"
"3147",3147,"The involvement of Mr. Sondland, a Trump donor and wealthy hotelier from Oregon, was central to the narrative emerging from the first day of public testimony.","U.S."
"3148",3148,"A clash set off by Israel’s killing of an Islamic Jihad commander teetered between containment and escalation into a broader conflict.","World"
"3149",3149,"Read to find out.","Style"
"3150",3150,"There is no shortage of imagination in this animated feature. In fact, there may be more than you can stomach.","Movies"
"3151",3151,"An animated Santa origin story hits Netflix. And a boxing documentary airs on Showtime.","Arts"
"3152",3152,"Debbie Ellerin opens our solving weekend.","Crosswords & Games"
"3153",3153,"Usually the most strait-laced of investors, insurance companies are letting loose to gain some income, drawing the attention of regulators.","Business Day"
"3154",3154,"In “The Sun Still Burns Here,” a musician and a choreographer moodily unite, but the result is far from transcendent.","Arts"
"3155",3155,"The director draws on texts from Zadie Smith, Annie Dillard and Karl Marx for narration, but ospreys and a solar eclipse take more of a center stage.","Movies"
"3156",3156,"Our guide to pop and rock shows and the best of live jazz happening this weekend and in the week ahead.","Arts"
"3157",3157,"What exactly did the United States get for the Turkish leader’s White House visit?","Opinion"
"3158",3158,"Readers react to the testimony of two senior officials involved in the Ukraine inquiry.","Opinion"
"3159",3159,"Readers in the United States and abroad react to the first day of public hearings in the impeachment inquiry.","Opinion"
"3160",3160,"They convey the truth more completely than the pristine signs by refusing us the comfort of believing that racism is a thing of the past.","Opinion"
"3161",3161,"Maximize that space!","Smarter Living"
"3162",3162,"A psychologist’s advice for a parent concerned about her daughter’s wardrobe choices.","Well"
"3163",3163,"Mr. Patrick, the former governor of Massachusetts, announced on Thursday his intention to run for president a mere three months before the Iowa caucuses. Here’s what he needs to do next.","U.S."
"3164",3164,"*looks around, clears throat* Probably, yes.","U.S."
"3165",3165,"Kat Dennings stars as a woman negotiating a breakup, neglected friendships and the occasional advice-giving, bus-driving cat.","Arts"
"3166",3166,"After an act of vandalism, the Cathedral of St. John the Divine restored the towers on its intricately carved facade.","New York"
"3167",3167,"A gunman killed two people and injured three others at a high school in Santa Clarita, Calif., before shooting himself. Here is what we know about the shooting, the gunman and the victims.","U.S."
"3168",3168,"Two students were killed when a young man opened fire at Saugus High School in Santa Clarita, Calif.","U.S."
"3169",3169,"Kiev wants Western support as it seeks to end its conflict with Russia. But amid the impeachment drama, Washington, its staunchest backer, is increasingly out of the picture.","World"
"3170",3170,"Gabriel Hendifar of the New York lighting and design studio Apparatus describes himself as an “assembler” — perfect for working with fresh vegetables.","T Magazine"
"3171",3171,"Eric Bevan realized early on that Vicky Tsai would steer their ship. And he is glad she took the wheel. They are the founders of the skin-care company Tatcha.","Fashion & Style"
"3172",3172,"Central European University and its founder, George Soros, have been favorite targets of Hungary’s leader, Viktor Orban, as he stifles dissenting voices.","World"
"3173",3173,"The owner of an East Village building and two others were motivated by greed that resulted in two deaths, prosecutors said.","New York"
"3174",3174,"Even as Ms. Yovanovitch was testifying about “the smear campaign against me,” President Trump hurled insults at her on Twitter.","U.S."
"3175",3175,"The distinctive iconography used by the Indigenous Otomí people has attracted unsolicited attention from fashion houses, which have incorporated similar images in their designs, often without credit.","World"
"3176",3176,"In the show’s Tournament of Champions, the sports gambler from Las Vegas defeated the librarian from Chicago who ended his eye-popping winning streak earlier this year.","Arts"
"3177",3177,"Matt Damon and Christian Bale star in James Mangold’s look back at the golden age of auto racing.","Movies"
"3178",3178,"Leaked emails from 2015 and 2016 show one of Trump’s top advisers trying to teach Breitbart editors a thing or two about white nationalism.","Opinion"
"3179",3179,"The owner of an East Village building and two others were motivated by greed that resulted in two deaths, prosecutors said.","New York"
"3180",3180,"Even as Ms. Yovanovitch was testifying about “the smear campaign against me,” President Trump hurled insults at her on Twitter.","U.S."
"3181",3181,"The distinctive iconography used by the Indigenous Otomí people has attracted unsolicited attention from fashion houses, which have incorporated similar images in their designs, often without credit.","World"
"3182",3182,"In the show’s Tournament of Champions, the sports gambler from Las Vegas defeated the librarian from Chicago who ended his eye-popping winning streak earlier this year.","Arts"
"3183",3183,"Matt Damon and Christian Bale star in James Mangold’s look back at the golden age of auto racing.","Movies"
"3184",3184,"Leaked emails from 2015 and 2016 show one of Trump’s top advisers trying to teach Breitbart editors a thing or two about white nationalism.","Opinion"
"3185",3185,"Lamar Jackson and the Ravens host Deshaun Watson and the Texans, while the Patriots, the Saints and the 49ers all try to get back to winning.","Sports"
"3186",3186,"Until recently, the absence of a far-right movement was a source of pride in Spain. The ultranationalist party has undone that consensus.","Opinion"
"3187",3187,"Police have begun raiding the edges of the biggest campuses to make arrests, leading student activists to engage with them in pitched battles that resemble medieval sieges.","World"
"3188",3188,"The highly entertaining new “Star Wars” series, the marquee attraction of the Disney Plus originals, is a test of the limits of franchise extension.","Arts"
"3189",3189,"In trying to foresee the future of an internet that's already changing, the only certainty is complexity.","Magazine"
"3190",3190,"It was supposed to be a utopia. Instead … it’s complicated. Here’s a guide to our online future — with maps, graphs and cats.","Magazine"
"3191",3191,"The plight of dozens of animals being treated for burned paws and singed fur is raising fears about climate change and the future of the species.","World"
"3192",3192,"On the surface, there seems to be parity between Democratic-leaning and Republican-leaning metro areas, but take a closer look.","The Upshot"
"3193",3193,"The fashion designers Jack McCollough and Lazaro Hernandez have dressed the downtown cool girl for over a decade.","T Magazine"
"3194",3194,"Corrections that appeared in print on Wednesday, November 13, 2019.","Corrections"
"3195",3195,"Quotation of the Day for Wednesday, November 13, 2019.","Today’s Paper"
"3196",3196,"In this lesson, students will explore the fate of the DACA program being debated by the Supreme Court this week.","The Learning Network"
"3197",3197,"Republicans are weighing whether to draw out the proceeding, hindering the presidential campaigns of several Senate Democrats, or seek a quicker resolution.","U.S."
"3198",3198,"The sites said they would delete posts that include the purported name of the Ukraine whistle-blower. But the name keeps reappearing.","Technology"
"3199",3199,"The president’s eldest son is using a newfound platform as an author to recast the story of the 2016 election — and every political battle that came after.","U.S."
"3200",3200,"The university said the prospect who could be the top pick in the N.B.A. draft next year will not play while his eligibility case over moving expenses is considered.","Sports"
"3201",3201,"Baker Mayfield, a quarterback known for turnovers, faces a defense known for generating them.","Sports"
"3202",3202,"Read to find out.","Style"
"3203",3203,"There is no shortage of imagination in this animated feature. In fact, there may be more than you can stomach.","Movies"
"3204",3204,"An animated Santa origin story hits Netflix. And a boxing documentary airs on Showtime.","Arts"
"3205",3205,"Debbie Ellerin opens our solving weekend.","Crosswords & Games"
"3206",3206,"Usually the most strait-laced of investors, insurance companies are letting loose to gain some income, drawing the attention of regulators.","Business Day"
"3207",3207,"In “The Sun Still Burns Here,” a musician and a choreographer moodily unite, but the result is far from transcendent.","Arts"
"3208",3208,"The director draws on texts from Zadie Smith, Annie Dillard and Karl Marx for narration, but ospreys and a solar eclipse take more of a center stage.","Movies"
"3209",3209,"Our guide to pop and rock shows and the best of live jazz happening this weekend and in the week ahead.","Arts"
"3210",3210,"What exactly did the United States get for the Turkish leader’s White House visit?","Opinion"
"3211",3211,"Readers react to the testimony of two senior officials involved in the Ukraine inquiry.","Opinion"
"3212",3212,"Corrections that appeared in print on Friday, November 15, 2019.","Corrections"
"3213",3213,"The top North Korean envoy to the negotiations with Washington said he was not interested unless the United States was ready to make substantial concessions.","World"
"3214",3214,"Spanish leftists, American socialists and Communists from Central Europe have all found a home in Mexico over the past century and a half.","World"
"3215",3215,"As Michael Bloomberg prepares a presidential run, his history of crude remarks is likely to draw scrutiny. His team said some were “disrespectful.”","U.S."
"3216",3216,"The police and the politicians joined protesters in celebrating Iraq’s defeat of Iran in a World Cup qualifying match. Tensions between the countries are running high.","World"
"3217",3217,"As Americans heard the first public testimony in the Ukraine inquiry, some turned to talk radio shows with reactions.","U.S."
"3218",3218,"Readers in the United States and abroad react to the first day of public hearings in the impeachment inquiry.","Opinion"
"3219",3219,"They convey the truth more completely than the pristine signs by refusing us the comfort of believing that racism is a thing of the past.","Opinion"
"3220",3220,"Maximize that space!","Smarter Living"
"3221",3221,"A psychologist’s advice for a parent concerned about her daughter’s wardrobe choices.","Well"
"3222",3222,"Mr. Patrick, the former governor of Massachusetts, announced on Thursday his intention to run for president a mere three months before the Iowa caucuses. Here’s what he needs to do next.","U.S."
"3223",3223,"*looks around, clears throat* Probably, yes.","U.S."
"3224",3224,"Kat Dennings stars as a woman negotiating a breakup, neglected friendships and the occasional advice-giving, bus-driving cat.","Arts"
"3225",3225,"After an act of vandalism, the Cathedral of St. John the Divine restored the towers on its intricately carved facade.","New York"
"3226",3226,"A gunman killed two people and injured three others at a high school in Santa Clarita, Calif., before shooting himself. Here is what we know about the shooting, the gunman and the victims.","U.S."
"3227",3227,"Two students were killed when a young man opened fire at Saugus High School in Santa Clarita, Calif.","U.S."
"3228",3228,"Kiev wants Western support as it seeks to end its conflict with Russia. But amid the impeachment drama, Washington, its staunchest backer, is increasingly out of the picture.","World"
"3229",3229,"The industry has evolved from pencils and inks to computers and tablets.","Arts"
"3230",3230,"As the impeachment hearings began, the first witness made an unexpected fashion statement — and everyone noticed.","Style"
"3231",3231,"The cows, believed to have been carried out to sea when the storm hit North Carolina, have been spotted hanging out on the Outer Banks.","U.S."
"3232",3232,"In testimony before Congress, Jerome Powell also suggested the Fed can test the labor market’s limits.","Business Day"
"3233",3233,"The accomplished doubles team’s retirement announcement was the third high-profile one this week, as Tomas Berdych and Dominika Cibulkova also ended their careers.","Sports"
"3234",3234,"Towns near the border with North Korea were alarmed when a stream turned red after pigs were culled over fear of African swine fever.","World"
"3235",3235,"And Paul Rudd hosts a celebrity bowling tournament for Stuttering Association for the Young.","Style"
"3236",3236,"Investigators were examining whether the man had a connection to an infamous serial murder case on Long Island.","New York"
"3237",3237,"Johnson & Johnson will now have to pay $465 million, not $572 million, for its role in Oklahoma’s opioid epidemic.","Health"
"3238",3238,"Her red carpet style at the Country Music Awards did the talking for her. Others should follow her example.","Style"
"3239",3239,"Fans were disappointed by how the contestants used another woman’s accusations of unwanted touching by a male contestant to advance in the game.","Arts"
"3240",3240,"A difficult week for the art market ended on an upbeat note at contemporary sales, with collectors willing to pay for the best work.","Arts"
"3241",3241,"“Chlorophyll, more like bore-ophyll.”","Style"
"3242",3242,"This meandering jazz-infused drama, told across generations of a black family, strains to pull its focus from white women.","Theater"
"3243",3243,"An anonymous buyer purchased the piece, painted on the walls of a Manhattan youth center. It is unclear where the work will end up.","Arts"
"3244",3244,"In her bequest, the longtime donor Jayne Wrightsman left more than 375 works to the museum, along with $80 million for acquisitions.","Arts"
"3245",3245,"If you think there are a lot of meaningless international games in soccer, you’re right. If you think that’s terrible, you’re wrong.","Sports"
"3246",3246,"Many families wait too long to open accounts and lose out on a chance to let their money grow more, Morningstar reported.","Your Money"
"3247",3247,"For Representative Jim Jordan, acting as President Trump’s chief defender in the impeachment inquiry is a chance to redeem himself with Republican leaders.","U.S."
"3248",3248,"Defense Secretary Mark Esper had urged Seoul to reconsider abandoning a military intelligence-sharing deal with Tokyo.","World"
"3249",3249,"The White House’s release of a memo about the call does not mention “corruption,” which appeared in an earlier description of the conversation.","U.S."
"3250",3250,"A respiratory condition linked to vaping has caused more than 40 deaths and over 2,000 illnesses, according to United States health authorities.","Business Day"
"3251",3251,"In the scintillating third season of the Netflix drama, Olivia Colman becomes Elizabeth.","Arts"
"3252",3252,"Gary Gulman is showing us how to bring our inner selves out into the open.","Opinion"
"3253",3253,"Previews, openings and some last-chance picks.","Theater"
"3254",3254,"He was also a veteran of the late-night wars and presided over the difficult changeover of “Tonight Show” hosts from Johnny Carson to Jay Leno.","Arts"
"3255",3255,"Basketball coaches at Virginia Commonwealth tend to have upward mobility. They also have reunion clauses in their contracts should they leave.","Sports"
"3256",3256,"In his book, Adam Frankel, a former Obama speechwriter, reflects on his grandparents’ lives in World War II and explores new revelations.","Books"
"3257",3257,"Samantha Bee joked that the proceedings would confirm “things we already know,” “like if, instead of a secret taping operation, Nixon had a TikTok.”","Arts"
"3258",3258,"The pronunciations heard during Wednesday’s testimony before the House Intelligence Committee left some spectators scratching their heads. We asked two experts.","U.S."
"3259",3259,"Seriousness itself stood trial as two diplomats, in defiance of the White House, testified on the first day of an impeachment spectacle.","U.S."
"3260",3260,"The results threatened a fragile streak of expansion that has defied global turbulence.","Business Day"
"3261",3261,"Struggling to quell a wave of explosions, the Danish authorities introduced passport controls for the first time since the 1950s.","World"
"3262",3262,"The engines of China’s growth continue to sputter, and the threat of further U.S. tariffs on Chinese goods could yet make the problem worse.","Business Day"
"3263",3263,"The Florida rapper pleaded guilty to lying on background paperwork while attempting to buy guns.","Arts"
"3264",3264,"With sales slipping, a fast-food chain notorious for featuring scantily clad women has decided on a food-centric message.","Business Day"
"3265",3265,"Attempts to create tech-focused alternatives to traditional banking have struggled to be more than a niche product.","Business Day"
"3266",3266,"It’s all part of a corruption case involving a former Long Island district attorney.","New York"
"3267",3267,"Two cases of the fatal and highly infectious illness, which is related to bubonic plague, were found in Beijing, prompting fears of an outbreak.","World"
"3268",3268,"A proposal for a “claims resolution program” was referred to in a court filing by a lawyer for a woman who accused the financier of sexual abuse. Not all the plaintiffs’ lawyers are on board.","Business Day"
"3269",3269,"In trying to foresee the future of an internet that's already changing, the only certainty is complexity.","Magazine"
"3270",3270,"It was supposed to be a utopia. Instead … it’s complicated. Here’s a guide to our online future — with maps, graphs and cats.","Magazine"
"3271",3271,"The fashion designers Jack McCollough and Lazaro Hernandez have dressed the downtown cool girl for over a decade.","T Magazine"
"3272",3272,"Everything you need to host a delicious meat-free, dairy-free feast.","Food"
"3273",3273,"Corrections that appeared in print on Wednesday, November 13, 2019.","Corrections"
"3274",3274,"Quotation of the Day for Wednesday, November 13, 2019.","Today’s Paper"
"3275",3275,"In this lesson, students will explore the fate of the DACA program being debated by the Supreme Court this week.","The Learning Network"
"3276",3276,"For their first purchase together, a couple debate the merits of Manhattan’s northern flanks. Which of these places would you choose?","Real Estate"
"3277",3277,"Hanks is playing Mister Rogers in a new movie and is just as nice as you think he is. Please read this article anyway.","Movies"
"3278",3278,"Every year, New York lawmakers and interest groups decamp to Puerto Rico for a cozy weekend. I decided to check it out.","Reader Center"
"3279",3279,"A veteran diplomat responded in real time to Twitter attacks by President Trump.","U.S."
"3280",3280,"2 days of public hearings. How did we get here? Allegations of bribery. And more.","Arts"
"3281",3281,"Explosive testimony. News media frenzies. A trial in the Senate. Here is how impeachment works — and how it has played out in the past.","U.S."
"3282",3282,"The Duke of York told the BBC that his 2010 visit to Mr. Epstein’s Manhattan mansion was unbecoming for a member of Britain’s royal family.","World"
"3283",3283,"Anthony has been out of the N.B.A. since he was cut by the Houston Rockets last year.","Sports"
"3284",3284,"This word has appeared in 28 articles on NYTimes.com in the past year.","The Learning Network"
"3285",3285,"In this lesson, students will learn about an organization dedicated to getting veterans to the nation’s capital to see the monuments that honor them. Then they consider the question: What is the true meaning of Veterans Day?","The Learning Network"
"3286",3286,"Deval Patrick’s opportunity — and his problem.","Opinion"
"3287",3287,"It was slick and foggy at the time of the crash, officials said. Injuries ranged from minor to serious.","U.S."
